"Time","143028A","","143028A","",""
"and","10.00","","140.00","",""
"Date","Rainfall (mm)","","Discharge (Cumecs)","",""
"Date and time","Point","Quality","Point","Quality","Comments"
10:02:00 30/03/2017,        1.00,     83,     30.0373,     60, 
10:10:00 30/03/2017,        0.00,     83,     31.4853,     60, 
10:12:00 30/03/2017,        1.00,     83,     31.4853,     60, 
10:15:00 30/03/2017,        1.00,     83,     31.7356,     60, 
10:20:00 30/03/2017,        1.00,     83,     31.0229,     60, 
10:28:00 30/03/2017,        1.00,     83,     32.7092,     60, 
10:30:00 30/03/2017,        0.00,     83,     30.4931,     60, 
10:31:00 30/03/2017,        1.00,     83,     30.4931,     60, 
10:32:00 30/03/2017,        1.00,     83,     30.4931,     60, 
10:34:00 30/03/2017,        1.00,     83,     30.4931,     60, 
10:35:00 30/03/2017,        1.00,     83,     29.5845,     60, 
10:38:00 30/03/2017,        1.00,     83,     29.5845,     60, 
10:39:00 30/03/2017,        1.00,     83,     29.5845,     60, 
10:40:00 30/03/2017,        2.00,     83,     29.3766,     60, 
10:41:00 30/03/2017,        1.00,     83,     29.3766,     60, 
10:42:00 30/03/2017,        1.00,     83,     29.3766,     60, 
10:43:00 30/03/2017,        1.00,     83,     29.3766,     60, 
10:44:00 30/03/2017,        1.00,     83,     29.3766,     60, 
10:45:00 30/03/2017,        1.00,     83,     32.0586,     60, 
10:46:00 30/03/2017,        1.00,     83,     32.0586,     60, 
10:47:00 30/03/2017,        1.00,     83,     32.0586,     60, 
10:49:00 30/03/2017,        1.00,     83,     32.0586,     60, 
10:50:00 30/03/2017,        0.00,     83,     34.4724,     60, 
10:51:00 30/03/2017,        1.00,     83,     34.4724,     60, 
10:52:00 30/03/2017,        1.00,     83,     34.4724,     60, 
10:54:00 30/03/2017,        1.00,     83,     34.4724,     60, 
10:55:00 30/03/2017,        1.00,     83,     35.4071,     60, 
10:56:00 30/03/2017,        1.00,     83,     35.4071,     60, 
10:57:00 30/03/2017,        2.00,     83,     35.4071,     60, 
10:58:00 30/03/2017,        1.00,     83,     35.4071,     60, 
10:59:00 30/03/2017,        3.00,     83,     35.4071,     60, 
11:00:00 30/03/2017,        2.00,     83,     37.6573,     60, 
11:01:00 30/03/2017,        1.00,     83,     37.6573,     60, 
11:02:00 30/03/2017,        1.00,     83,     37.6573,     60, 
11:03:00 30/03/2017,        2.00,     83,     37.6573,     60, 
11:04:00 30/03/2017,        1.00,     83,     37.6573,     60, 
11:05:00 30/03/2017,        1.00,     83,     42.6692,     60, 
11:06:00 30/03/2017,        1.00,     83,     42.6692,     60, 
11:09:00 30/03/2017,        1.00,     83,     42.6692,     60, 
11:10:00 30/03/2017,        0.00,     83,     46.2500,     60, 
11:16:00 30/03/2017,        1.00,     83,     49.0417,     60, 
11:20:00 30/03/2017,        0.00,     83,     53.3885,     60, 
11:23:00 30/03/2017,        1.00,     83,     53.3885,     60, 
11:34:00 30/03/2017,        1.00,     83,     54.9808,     60, 
11:40:00 30/03/2017,        0.00,     83,     62.8165,     60, 
11:49:00 30/03/2017,        1.00,     83,     63.7430,     60, 
12:00:00 30/03/2017,        0.00,     83,     66.1108,     60, 
12:18:00 30/03/2017,        1.00,     83,     66.9586,     60, 
12:20:00 30/03/2017,        0.00,     83,     62.0410,     60, 
12:30:00 30/03/2017,        0.00,     83,     51.6834,     60, 
12:40:00 30/03/2017,        0.00,     83,     35.4824,     60, 
12:50:00 30/03/2017,        0.00,     83,     30.0722,     60, 
13:00:00 30/03/2017,        0.00,     83,     26.9661,     60, 
13:10:00 30/03/2017,        0.00,     83,     22.8862,     60, 
13:15:00 30/03/2017,        1.00,     83,     22.5777,     60, 
13:20:00 30/03/2017,        0.00,     83,     20.8255,     60, 
13:22:00 30/03/2017,        1.00,     83,     20.8255,     60, 
13:26:00 30/03/2017,        1.00,     83,     20.6478,     60, 
13:29:00 30/03/2017,        1.00,     83,     20.6478,     60, 
13:30:00 30/03/2017,        0.00,     83,     19.7988,     60, 
13:31:00 30/03/2017,        1.00,     83,     19.7988,     60, 
13:35:00 30/03/2017,        1.00,     83,     20.0897,     60, 
13:47:00 30/03/2017,        1.00,     83,     20.0606,     60, 
13:50:00 30/03/2017,        0.00,     83,     19.3659,     60, 
14:00:00 30/03/2017,        0.00,     83,     18.9373,     60, 
14:07:00 30/03/2017,        1.00,     83,     18.2325,     60, 
14:28:00 30/03/2017,        1.00,     83,     17.5946,     60, 
14:49:00 30/03/2017,        1.00,     83,     16.9941,     60, 
15:00:00 30/03/2017,        0.00,     83,     17.2114,     60, 
15:01:00 30/03/2017,        1.00,     83,     17.2114,     60, 
15:22:00 30/03/2017,        1.00,     83,     16.8589,     60, 
15:34:00 30/03/2017,        1.00,     83,     16.4028,     60, 
15:48:00 30/03/2017,        1.00,     83,     16.0315,     60, 
16:00:00 30/03/2017,        0.00,     83,     15.7162,     60, 
16:05:00 30/03/2017,        1.00,     83,     15.3778,     60, 
16:15:00 30/03/2017,        1.00,     83,     15.4816,     60, 
16:19:00 30/03/2017,        1.00,     83,     15.4816,     60, 
16:21:00 30/03/2017,        1.00,     83,     15.5857,     60, 
16:24:00 30/03/2017,        1.00,     83,     15.5857,     60, 
16:35:00 30/03/2017,        1.00,     83,     16.0843,     60, 
16:45:00 30/03/2017,        1.00,     83,     16.0315,     60, 
16:52:00 30/03/2017,        1.00,     83,     16.0315,     60, 
16:55:00 30/03/2017,        1.00,     83,     16.0051,     60, 
17:00:00 30/03/2017,        1.00,     83,     16.0579,     60, 
17:01:00 30/03/2017,        1.00,     83,     16.0579,     60, 
17:12:00 30/03/2017,        1.00,     83,     17.2386,     60, 
17:32:00 30/03/2017,        1.00,     83,     17.1569,     60, 
17:50:00 30/03/2017,        1.00,     83,     17.2932,     60, 
18:00:00 30/03/2017,        0.00,     83,     17.1026,     60, 
18:04:00 30/03/2017,        1.00,     83,     17.1026,     60, 
18:19:00 30/03/2017,        1.00,     83,     17.1297,     60, 
18:24:00 30/03/2017,        1.00,     83,     17.0212,     60, 
18:25:00 30/03/2017,        1.00,     83,     16.9399,     60, 
18:28:00 30/03/2017,        1.00,     83,     16.9399,     60, 
18:29:00 30/03/2017,        1.00,     83,     16.9399,     60, 
18:30:00 30/03/2017,        1.00,     83,     16.8859,     60, 
18:32:00 30/03/2017,        1.00,     83,     16.8859,     60, 
18:34:00 30/03/2017,        1.00,     83,     16.8859,     60, 
18:36:00 30/03/2017,        1.00,     83,     17.4299,     60, 
18:39:00 30/03/2017,        1.00,     83,     17.4299,     60, 
18:40:00 30/03/2017,        0.00,     83,     18.7387,     60, 
18:42:00 30/03/2017,        1.00,     83,     18.7387,     60, 
18:44:00 30/03/2017,        1.00,     83,     18.7387,     60, 
18:47:00 30/03/2017,        1.00,     83,     18.9373,     60, 
18:50:00 30/03/2017,        0.00,     83,     19.5674,     60, 
18:51:00 30/03/2017,        1.00,     83,     19.5674,     60, 
18:52:00 30/03/2017,        1.00,     83,     19.5674,     60, 
18:53:00 30/03/2017,        1.00,     83,     19.5674,     60, 
18:55:00 30/03/2017,        1.00,     83,     19.9731,     60, 
18:56:00 30/03/2017,        1.00,     83,     19.9731,     60, 
18:57:00 30/03/2017,        1.00,     83,     19.9731,     60, 
18:58:00 30/03/2017,        1.00,     83,     19.9731,     60, 
18:59:00 30/03/2017,        1.00,     83,     19.9731,     60, 
19:00:00 30/03/2017,        0.00,     83,     21.6031,     60, 
19:01:00 30/03/2017,        1.00,     83,     21.6031,     60, 
19:02:00 30/03/2017,        1.00,     83,     21.6031,     60, 
19:05:00 30/03/2017,        1.00,     83,     23.2589,     60, 
19:10:00 30/03/2017,        0.00,     83,     25.4538,     60, 
19:15:00 30/03/2017,        1.00,     83,     25.5513,     60, 
19:20:00 30/03/2017,        0.00,     83,     26.7335,     60, 
19:30:00 30/03/2017,        0.00,     83,     29.6540,     60, 
19:40:00 30/03/2017,        0.00,     83,     31.6640,     60, 
19:50:00 30/03/2017,        0.00,     83,     33.4388,     60, 
20:00:00 30/03/2017,        0.00,     83,     34.3610,     60, 
20:20:00 30/03/2017,        0.00,     83,     31.6282,     60, 
20:30:00 30/03/2017,        0.00,     83,     28.0750,     60, 
20:40:00 30/03/2017,        0.00,     83,     24.6804,     60, 
20:50:00 30/03/2017,        1.00,     83,     22.5163,     60, 
21:00:00 30/03/2017,        0.00,     83,     21.3025,     60, 
21:22:00 30/03/2017,        1.00,     83,     19.2798,     60, 
21:37:00 30/03/2017,        1.00,     83,     18.5130,     60, 
21:53:00 30/03/2017,        1.00,     83,     18.0930,     60, 
22:00:00 30/03/2017,        0.00,     83,     18.0930,     60, 
22:08:00 30/03/2017,        1.00,     83,     18.1208,     60, 
22:27:00 30/03/2017,        1.00,     83,     18.5693,     60, 
23:00:00 30/03/2017,        0.00,     83,     18.6539,     60, 
00:00:00 31/03/2017,        0.00,     83,     14.9915,     60, 
01:00:00 31/03/2017,        0.00,     83,     12.7663,     60, 
02:00:00 31/03/2017,        0.00,     83,      9.5455,     30, 
03:00:00 31/03/2017,        0.00,     83,      6.6711,     30, 
04:00:00 31/03/2017,        0.00,     83,      4.9316,     30, 
05:00:00 31/03/2017,        0.00,     83,      3.8558,     30, 
06:00:00 31/03/2017,        0.00,     83,      3.5437,     30, 
07:00:00 31/03/2017,        0.00,     83,      3.3006,     30, 
08:00:00 31/03/2017,        0.00,     83,      3.0728,     30, 
09:00:00 31/03/2017,        0.00,     83,      2.8753,     30, 
10:00:00 31/03/2017,        0.00,     83,      2.6985,     30, 
11:00:00 31/03/2017,        0.00,     83,      2.5784,     30, 
12:00:00 31/03/2017,        0.00,     83,      2.3881,     30, 
13:00:00 31/03/2017,        0.00,     83,      2.2531,     30, 
14:00:00 31/03/2017,        0.00,     83,      2.1213,     30, 
15:00:00 31/03/2017,        0.00,     83,      1.9997,     30, 
16:00:00 31/03/2017,        0.00,     83,      1.9400,     30, 
17:00:00 31/03/2017,        0.00,     83,      1.8487,     30, 
18:00:00 31/03/2017,        0.00,     83,      1.7592,     30, 
19:00:00 31/03/2017,        0.00,     83,      1.6903,     30, 
20:00:00 31/03/2017,        0.00,     83,      1.6225,     30, 
21:00:00 31/03/2017,        0.00,     83,      1.5230,     30, 
22:00:00 31/03/2017,        0.00,     83,      1.4006,     30, 
23:00:00 31/03/2017,        0.00,     83,      1.2858,     30, 
00:00:00 01/04/2017,        0.00,     83,      1.1783,     30, 
01:00:00 01/04/2017,        0.00,     83,      1.0777,     30, 
02:00:00 01/04/2017,        0.00,     83,      0.9940,     30, 
03:00:00 01/04/2017,        0.00,     83,      0.9152,     30, 
04:00:00 01/04/2017,        0.00,     83,      0.8503,     30, 
05:00:00 01/04/2017,        0.00,     83,      0.7975,     30, 
06:00:00 01/04/2017,        0.00,     83,      0.7391,     30, 
07:00:00 01/04/2017,        0.00,     83,      0.6839,     30, 
08:00:00 01/04/2017,        0.00,     83,      0.6465,     30, 
09:00:00 01/04/2017,        0.00,     83,      0.5968,     30, 
10:00:00 01/04/2017,        0.00,     83,      0.5565,     30, 
11:00:00 01/04/2017,        0.00,     83,      0.5183,     30, 
12:00:00 01/04/2017,        0.00,     83,      0.4903,     30, 
13:00:00 01/04/2017,        0.00,     83,      0.4711,     30, 
14:00:00 01/04/2017,        0.00,     83,      0.4524,     30, 
15:00:00 01/04/2017,        0.00,     83,      0.4372,     30, 
16:00:00 01/04/2017,        0.00,     83,      0.4222,     30, 
17:00:00 01/04/2017,        0.00,     83,      0.4075,     30, 
18:00:00 01/04/2017,        0.00,     83,      0.3913,     30, 
19:00:00 01/04/2017,        0.00,     83,      0.3834,     30, 
20:00:00 01/04/2017,        0.00,     83,      0.3729,     30, 
21:00:00 01/04/2017,        0.00,     83,      0.3652,     30, 
22:00:00 01/04/2017,        0.00,     83,      0.3550,     30, 
23:00:00 01/04/2017,        0.00,     83,      0.3474,     30, 
00:00:00 02/04/2017,        0.00,     83,      0.3375,     30, 
01:00:00 02/04/2017,        0.00,     83,      0.3301,     30, 
02:00:00 02/04/2017,        0.00,     83,      0.3253,     30, 
03:00:00 02/04/2017,        0.00,     83,      0.3181,     30, 
04:00:00 02/04/2017,        0.00,     83,      0.3109,     30, 
05:00:00 02/04/2017,        0.00,     83,      0.3062,     30, 
06:00:00 02/04/2017,        0.00,     83,      0.2992,     30, 
07:00:00 02/04/2017,        0.00,     83,      0.2946,     30, 
08:00:00 02/04/2017,        0.00,     83,      0.2878,     30, 
09:00:00 02/04/2017,        0.00,     83,      0.2855,     30, 
10:00:00 02/04/2017,        0.00,     83,      0.2788,     30, 
11:00:00 02/04/2017,        0.00,     83,      0.2721,     30, 
12:00:00 02/04/2017,        0.00,     83,      0.2678,     30, 
13:00:00 02/04/2017,        0.00,     83,      0.2612,     30, 
14:00:00 02/04/2017,        0.00,     83,      0.2548,     30, 
15:00:00 02/04/2017,        0.00,     83,      0.2506,     30, 
16:00:00 02/04/2017,        0.00,     83,      0.2422,     30, 
17:00:00 02/04/2017,        0.00,     83,      0.2402,     30, 
18:00:00 02/04/2017,        0.00,     83,      0.2340,     30, 
19:00:00 02/04/2017,        0.00,     83,      0.2300,     30, 
20:00:00 02/04/2017,        0.00,     83,      0.2240,     30, 
21:00:00 02/04/2017,        0.00,     83,      0.2200,     10, 
22:00:00 02/04/2017,        0.00,     83,      0.2158,     10, 
23:00:00 02/04/2017,        0.00,     83,      0.2137,     10, 
00:00:00 03/04/2017,        0.00,     83,      0.2096,     10, 
01:00:00 03/04/2017,        0.00,     83,      0.2075,     10, 
02:00:00 03/04/2017,        0.00,     83,      0.2055,     10, 
03:00:00 03/04/2017,        0.00,     83,      0.2035,     10, 
04:00:00 03/04/2017,        0.00,     83,      0.1994,     10, 
05:00:00 03/04/2017,        0.00,     83,      0.1975,     10, 
06:00:00 03/04/2017,        0.00,     83,      0.1955,     10, 
07:00:00 03/04/2017,        0.00,     83,      0.1935,     10, 
08:00:00 03/04/2017,        0.00,     83,      0.1915,     10, 
09:00:00 03/04/2017,        0.00,     83,      0.1857,     10, 
10:00:00 03/04/2017,        0.00,     83,      0.1857,     10, 
11:00:00 03/04/2017,        0.00,     83,      0.1800,     10, 
12:00:00 03/04/2017,        0.00,     83,      0.1763,     10, 
13:00:00 03/04/2017,        0.00,     83,      0.1725,     10, 
14:00:00 03/04/2017,        0.00,     83,      0.1689,     10, 
15:00:00 03/04/2017,        0.00,     83,      0.1671,     10, 
16:00:00 03/04/2017,        0.00,     83,      0.1689,     10, 
17:00:00 03/04/2017,        0.00,     83,      0.1689,     10, 
18:00:00 03/04/2017,        0.00,     83,      0.1653,     10, 
19:00:00 03/04/2017,        0.00,     83,      0.1635,     10, 
20:00:00 03/04/2017,        0.00,     83,      0.1564,     10, 
21:00:00 03/04/2017,        0.00,     83,      0.1529,     10, 
22:00:00 03/04/2017,        0.00,     83,      0.1512,     10, 
23:00:00 03/04/2017,        0.00,     83,      0.1478,     10, 
00:00:00 04/04/2017,        0.00,     83,      0.1478,     10, 
01:00:00 04/04/2017,        0.00,     83,      0.1461,     10, 
02:00:00 04/04/2017,        0.00,     83,      0.1444,     10, 
03:00:00 04/04/2017,        0.00,     83,      0.1444,     10, 
04:00:00 04/04/2017,        0.00,     83,      0.1411,     10, 
05:00:00 04/04/2017,        0.00,     83,      0.1411,     10, 
06:00:00 04/04/2017,        0.00,     83,      0.1395,     10, 
07:00:00 04/04/2017,        0.00,     83,      0.1362,     10, 
08:00:00 04/04/2017,        0.00,     83,      0.1346,     10, 
09:00:00 04/04/2017,        0.00,     83,      0.1346,     10, 
10:00:00 04/04/2017,        0.00,     83,      0.1330,     10, 
11:00:00 04/04/2017,        0.00,     83,      0.1314,     10, 
12:00:00 04/04/2017,        0.00,     83,      0.1314,     10, 
13:00:00 04/04/2017,        0.00,     83,      0.1314,     10, 
14:00:00 04/04/2017,        0.00,     83,      0.1314,     10, 
15:00:00 04/04/2017,        0.00,     83,      0.1298,     10, 
16:00:00 04/04/2017,        0.00,     83,      0.1298,     10, 
17:00:00 04/04/2017,        0.00,     83,      0.1298,     10, 
18:00:00 04/04/2017,        0.00,     83,      0.1252,     10, 
19:00:00 04/04/2017,        0.00,     83,      0.1221,     10, 
20:00:00 04/04/2017,        0.00,     83,      0.1206,     10, 
21:00:00 04/04/2017,        0.00,     83,      0.1191,     10, 
22:00:00 04/04/2017,        0.00,     83,      0.1161,     10, 
23:00:00 04/04/2017,        0.00,     83,      0.1146,     10, 
00:00:00 05/04/2017,        0.00,     83,      0.1131,     10, 
01:00:00 05/04/2017,        0.00,     83,      0.1117,     10, 
02:00:00 05/04/2017,        0.00,     83,      0.1117,     10, 
03:00:00 05/04/2017,        0.00,     83,      0.1103,     10, 
04:00:00 05/04/2017,        0.00,     83,      0.1088,     10, 
05:00:00 05/04/2017,        0.00,     83,      0.1074,     10, 
06:00:00 05/04/2017,        0.00,     83,      0.1074,     10, 
07:00:00 05/04/2017,        0.00,     83,      0.1060,     10, 
08:00:00 05/04/2017,        0.00,     83,      0.1060,     10, 
09:00:00 05/04/2017,        0.00,     83,      0.1046,     10, 
10:00:00 05/04/2017,        0.00,     83,      0.1032,     10, 
11:00:00 05/04/2017,        0.00,     83,      0.1018,     10, 
12:00:00 05/04/2017,        0.00,     83,      0.1004,     10, 
13:00:00 05/04/2017,        0.00,     83,      0.0991,     10, 
