"Time","143028A","","143028A","",""
"and","10.00","","140.00","",""
"Date","Rainfall (mm)","","Discharge (Cumecs)","",""
"Date and time","Point","Quality","Point","Quality","Comments"
02:00:00 24/10/2017,        0.00,     83,      0.0465,     10, 
03:00:00 24/10/2017,        0.00,     83,      0.0448,     10, 
04:00:00 24/10/2017,        0.00,     83,      0.0439,     10, 
05:00:00 24/10/2017,        0.00,     83,      0.0422,     10, 
06:00:00 24/10/2017,        0.00,     83,      0.0414,     10, 
07:00:00 24/10/2017,        0.00,     83,      0.0405,     10, 
08:00:00 24/10/2017,        0.00,     83,      0.0397,     10, 
09:00:00 24/10/2017,        0.00,     83,      0.0389,     10, 
10:00:00 24/10/2017,        0.00,     83,      0.0381,     10, 
11:00:00 24/10/2017,        0.00,     83,      0.0373,     10, 
12:00:00 24/10/2017,        0.00,     83,      0.0357,     10, 
13:00:00 24/10/2017,        0.00,     83,      0.0350,     10, 
14:00:00 24/10/2017,        0.00,     83,      0.0335,     10, 
15:00:00 24/10/2017,        0.00,     83,      0.0328,     10, 
16:00:00 24/10/2017,        0.00,     83,      0.0313,     10, 
17:00:00 24/10/2017,        0.00,     83,      0.0306,     10, 
18:00:00 24/10/2017,        0.00,     83,      0.0299,     10, 
19:00:00 24/10/2017,        0.00,     83,      0.0292,     10, 
20:00:00 24/10/2017,        0.00,     83,      0.0285,     10, 
21:00:00 24/10/2017,        0.00,     83,      0.0279,     10, 
22:00:00 24/10/2017,        0.00,     83,      0.0279,     10, 
23:00:00 24/10/2017,        0.00,     83,      0.0272,     10, 
00:00:00 25/10/2017,        0.00,     83,      0.0272,     10, 
01:00:00 25/10/2017,        0.00,     83,      0.0265,     10, 
02:00:00 25/10/2017,        0.00,     83,      0.0265,     10, 
03:00:00 25/10/2017,        0.00,     83,      0.0259,     10, 
04:00:00 25/10/2017,        0.00,     83,      0.0259,     10, 
05:00:00 25/10/2017,        0.00,     83,      0.0259,     10, 
06:00:00 25/10/2017,        0.00,     83,      0.0253,     10, 
07:00:00 25/10/2017,        0.00,     83,      0.0246,     10, 
08:00:00 25/10/2017,        0.00,     83,      0.0246,     10, 
09:00:00 25/10/2017,        0.00,     83,      0.0240,     10, 
10:00:00 25/10/2017,        0.00,     83,      0.0240,     10, 
11:00:00 25/10/2017,        0.00,     83,      0.0234,     10, 
12:00:00 25/10/2017,        0.00,     83,      0.0228,     10, 
13:00:00 25/10/2017,        0.00,     83,      0.0222,     10, 
14:00:00 25/10/2017,        0.00,     83,      0.0216,     10, 
15:00:00 25/10/2017,        0.00,     83,      0.0205,     10, 
16:00:00 25/10/2017,        0.00,     83,      0.0210,     10, 
17:00:00 25/10/2017,        0.00,     83,      0.0210,     10, 
18:00:00 25/10/2017,        0.00,     83,      0.0199,     10, 
19:00:00 25/10/2017,        0.00,     83,      0.0194,     10, 
20:00:00 25/10/2017,        0.00,     83,      0.0188,     10, 
21:00:00 25/10/2017,        0.00,     83,      0.0183,     10, 
22:00:00 25/10/2017,        0.00,     83,      0.0178,     10, 
23:00:00 25/10/2017,        0.00,     83,      0.0178,     10, 
00:00:00 26/10/2017,        0.00,     83,      0.0178,     10, 
01:00:00 26/10/2017,        0.00,     83,      0.0178,     10, 
02:00:00 26/10/2017,        0.00,     83,      0.0178,     10, 
03:00:00 26/10/2017,        0.00,     83,      0.0172,     10, 
04:00:00 26/10/2017,        0.00,     83,      0.0172,     10, 
05:00:00 26/10/2017,        0.00,     83,      0.0172,     10, 
06:00:00 26/10/2017,        0.00,     83,      0.0172,     10, 
07:00:00 26/10/2017,        0.00,     83,      0.0167,     10, 
08:00:00 26/10/2017,        0.00,     83,      0.0167,     10, 
09:00:00 26/10/2017,        0.00,     83,      0.0167,     10, 
10:00:00 26/10/2017,        0.00,     83,      0.0167,     10, 
11:00:00 26/10/2017,        0.00,     83,      0.0167,     10, 
12:00:00 26/10/2017,        0.00,     83,      0.0157,     10, 
13:00:00 26/10/2017,        0.00,     83,      0.0153,     10, 
14:00:00 26/10/2017,        0.00,     83,      0.0148,     10, 
15:00:00 26/10/2017,        0.00,     83,      0.0148,     10, 
16:00:00 26/10/2017,        0.00,     83,      0.0143,     10, 
17:00:00 26/10/2017,        0.00,     83,      0.0139,     10, 
18:00:00 26/10/2017,        0.00,     83,      0.0134,     10, 
18:08:00 26/10/2017,        1.00,     83,"","", 
19:00:00 26/10/2017,        0.00,     83,      0.0162,     10, 
20:00:00 26/10/2017,        0.00,     83,      0.0188,     10, 
20:02:00 26/10/2017,        1.00,     83,"","", 
20:04:00 26/10/2017,        1.00,     83,"","", 
20:30:00 26/10/2017,        0.00,     83,"","", 
21:00:00 26/10/2017,        0.00,     83,      0.0787,     10, 
22:00:00 26/10/2017,        0.00,     83,      0.0456,     10, 
23:00:00 26/10/2017,        0.00,     83,      0.0474,     10, 
00:00:00 27/10/2017,        0.00,     83,      0.0357,     10, 
01:00:00 27/10/2017,        0.00,     83,      0.0306,     10, 
02:00:00 27/10/2017,        0.00,     83,      0.0279,     10, 
03:00:00 27/10/2017,        0.00,     83,      0.0272,     10, 
04:00:00 27/10/2017,        0.00,     83,      0.0253,     10, 
05:00:00 27/10/2017,        0.00,     83,      0.0234,     10, 
06:00:00 27/10/2017,        0.00,     83,      0.0210,     10, 
07:00:00 27/10/2017,        0.00,     83,      0.0194,     10, 
08:00:00 27/10/2017,        0.00,     83,      0.0178,     10, 
09:00:00 27/10/2017,        0.00,     83,      0.0162,     10, 
10:00:00 27/10/2017,        0.00,     83,      0.0153,     10, 
11:00:00 27/10/2017,        0.00,     83,      0.0139,     10, 
12:00:00 27/10/2017,        0.00,     83,      0.0125,     10, 
13:00:00 27/10/2017,        0.00,     83,      0.0121,     10, 
14:00:00 27/10/2017,        0.00,     83,      0.0113,     10, 
15:00:00 27/10/2017,        0.00,     83,      0.0109,     10, 
16:00:00 27/10/2017,        0.00,     83,      0.0105,     10, 
17:00:00 27/10/2017,        0.00,     83,      0.0101,     10, 
18:00:00 27/10/2017,        0.00,     83,      0.0097,     10, 
19:00:00 27/10/2017,        0.00,     83,      0.0097,     10, 
20:00:00 27/10/2017,        0.00,     83,      0.0097,     10, 
21:00:00 27/10/2017,        0.00,     83,      0.0094,     10, 
22:00:00 27/10/2017,        0.00,     83,      0.0090,     10, 
23:00:00 27/10/2017,        0.00,     83,      0.0087,     10, 
00:00:00 28/10/2017,        0.00,     83,      0.0083,     10, 
01:00:00 28/10/2017,        0.00,     83,      0.0083,     10, 
02:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
03:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
04:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
05:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
06:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
07:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
08:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
09:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
10:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
11:00:00 28/10/2017,        0.00,     83,      0.0097,     10, 
12:00:00 28/10/2017,        0.00,     83,      0.0087,     10, 
13:00:00 28/10/2017,        0.00,     83,      0.0083,     10, 
14:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
15:00:00 28/10/2017,        0.00,     83,      0.0080,     10, 
16:00:00 28/10/2017,        0.00,     83,      0.0076,     10, 
17:00:00 28/10/2017,        0.00,     83,      0.0076,     10, 
18:00:00 28/10/2017,        0.00,     83,      0.0076,     10, 
19:00:00 28/10/2017,        0.00,     83,      0.0076,     10, 
20:00:00 28/10/2017,        0.00,     83,      0.0076,     10, 
21:00:00 28/10/2017,        0.00,     83,      0.0076,     10, 
22:00:00 28/10/2017,        0.00,     83,      0.0076,     10, 
23:00:00 28/10/2017,        0.00,     83,      0.0076,     10, 
00:00:00 29/10/2017,        0.00,     83,      0.0076,     10, 
01:00:00 29/10/2017,        0.00,     83,      0.0076,     10, 
02:00:00 29/10/2017,        0.00,     83,      0.0076,     10, 
03:00:00 29/10/2017,        0.00,     83,      0.0076,     10, 
04:00:00 29/10/2017,        0.00,     83,      0.0076,     10, 
05:00:00 29/10/2017,        0.00,     83,      0.0076,     10, 
06:00:00 29/10/2017,        0.00,     83,      0.0076,     10, 
07:00:00 29/10/2017,        0.00,     83,      0.0076,     10, 
08:00:00 29/10/2017,        0.00,     83,      0.0076,     10, 
09:00:00 29/10/2017,        0.00,     83,      0.0073,     10, 
10:00:00 29/10/2017,        0.00,     83,      0.0070,     10, 
11:00:00 29/10/2017,        0.00,     83,      0.0067,     10, 
12:00:00 29/10/2017,        0.00,     83,      0.0067,     10, 
13:00:00 29/10/2017,        0.00,     83,      0.0067,     10, 
14:00:00 29/10/2017,        0.00,     83,      0.0067,     10, 
15:00:00 29/10/2017,        0.00,     83,      0.0064,     10, 
16:00:00 29/10/2017,        0.00,     83,      0.0064,     10, 
17:00:00 29/10/2017,        0.00,     83,      0.0061,     10, 
18:00:00 29/10/2017,        0.00,     83,      0.0061,     10, 
19:00:00 29/10/2017,        0.00,     83,      0.0061,     10, 
19:43:00 29/10/2017,        1.00,     83,"","", 
19:48:00 29/10/2017,        1.00,     83,"","", 
20:00:00 29/10/2017,        0.00,     83,      0.0080,     10, 
21:00:00 29/10/2017,        0.00,     83,      0.0306,     10, 
22:00:00 29/10/2017,        0.00,     83,      0.0153,     10, 
23:00:00 29/10/2017,        0.00,     83,      0.0130,     10, 
00:00:00 30/10/2017,        0.00,     83,      0.0121,     10, 
01:00:00 30/10/2017,        0.00,     83,      0.0121,     10, 
02:00:00 30/10/2017,        0.00,     83,      0.0153,     10, 
03:00:00 30/10/2017,        0.00,     83,      0.0183,     10, 
04:00:00 30/10/2017,        0.00,     83,      0.0188,     10, 
05:00:00 30/10/2017,        0.00,     83,      0.0188,     10, 
06:00:00 30/10/2017,        0.00,     83,      0.0178,     10, 
07:00:00 30/10/2017,        0.00,     83,      0.0162,     10, 
08:00:00 30/10/2017,        0.00,     83,      0.0153,     10, 
09:00:00 30/10/2017,        0.00,     83,      0.0143,     10, 
10:00:00 30/10/2017,        0.00,     83,      0.0130,     10, 
11:00:00 30/10/2017,        0.00,     83,      0.0121,     10, 
12:00:00 30/10/2017,        0.00,     83,      0.0113,     10, 
13:00:00 30/10/2017,        0.00,     83,      0.0105,     10, 
14:00:00 30/10/2017,        0.00,     83,      0.0101,     10, 
15:00:00 30/10/2017,        0.00,     83,      0.0094,     10, 
16:00:00 30/10/2017,        0.00,     83,      0.0090,     10, 
17:00:00 30/10/2017,        0.00,     83,      0.0087,     10, 
18:00:00 30/10/2017,        0.00,     83,      0.0083,     10, 
19:00:00 30/10/2017,        0.00,     83,      0.0083,     10, 
20:00:00 30/10/2017,        0.00,     83,      0.0080,     10, 
21:00:00 30/10/2017,        0.00,     83,      0.0076,     10, 
22:00:00 30/10/2017,        0.00,     83,      0.0076,     10, 
23:00:00 30/10/2017,        0.00,     83,      0.0073,     10, 
00:00:00 31/10/2017,        0.00,     83,      0.0073,     10, 
01:00:00 31/10/2017,        0.00,     83,      0.0073,     10, 
02:00:00 31/10/2017,        0.00,     83,      0.0073,     10, 
03:00:00 31/10/2017,        0.00,     83,      0.0073,     10, 
04:00:00 31/10/2017,        0.00,     83,      0.0073,     10, 
05:00:00 31/10/2017,        0.00,     83,      0.0070,     10, 
06:00:00 31/10/2017,        0.00,     83,      0.0070,     10, 
07:00:00 31/10/2017,        0.00,     83,      0.0067,     10, 
08:00:00 31/10/2017,        0.00,     83,      0.0061,     10, 
09:00:00 31/10/2017,        0.00,     83,      0.0058,     10, 
10:00:00 31/10/2017,        0.00,     83,      0.0056,     10, 
11:00:00 31/10/2017,        0.00,     83,      0.0056,     10, 
12:00:00 31/10/2017,        0.00,     83,      0.0053,     10, 
13:00:00 31/10/2017,        0.00,     83,      0.0050,     10, 
14:00:00 31/10/2017,        0.00,     83,      0.0050,     10, 
15:00:00 31/10/2017,        0.00,     83,      0.0048,     10, 
16:00:00 31/10/2017,        0.00,     83,      0.0048,     10, 
17:00:00 31/10/2017,        0.00,     83,      0.0045,     10, 
18:00:00 31/10/2017,        0.00,     83,      0.0043,     10, 
19:00:00 31/10/2017,        0.00,     83,      0.0043,     10, 
20:00:00 31/10/2017,        0.00,     83,      0.0043,     10, 
21:00:00 31/10/2017,        0.00,     83,      0.0043,     10, 
22:00:00 31/10/2017,        0.00,     83,      0.0043,     10, 
23:00:00 31/10/2017,        0.00,     83,      0.0043,     10, 
00:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
01:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
02:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
03:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
04:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
05:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
06:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
07:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
08:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
09:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
10:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
11:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
12:00:00 01/11/2017,        0.00,     83,      0.0043,     10, 
13:00:00 01/11/2017,        0.00,     83,      0.0041,     10, 
14:00:00 01/11/2017,        0.00,     83,      0.0041,     10, 
15:00:00 01/11/2017,        0.00,     83,      0.0041,     10, 
16:00:00 01/11/2017,        0.00,     83,      0.0038,     10, 
17:00:00 01/11/2017,        0.00,     83,      0.0038,     10, 
18:00:00 01/11/2017,        0.00,     83,      0.0036,     10, 
19:00:00 01/11/2017,        0.00,     83,      0.0036,     10, 
20:00:00 01/11/2017,        0.00,     83,      0.0036,     10, 
21:00:00 01/11/2017,        0.00,     83,      0.0036,     10, 
22:00:00 01/11/2017,        0.00,     83,      0.0036,     10, 
23:00:00 01/11/2017,        0.00,     83,      0.0036,     10, 
00:00:00 02/11/2017,        0.00,     83,      0.0036,     10, 
01:00:00 02/11/2017,        0.00,     83,      0.0036,     10, 
02:00:00 02/11/2017,        0.00,     83,      0.0036,     10, 
03:00:00 02/11/2017,        0.00,     83,      0.0036,     10, 
04:00:00 02/11/2017,        0.00,     83,      0.0036,     10, 
05:00:00 02/11/2017,        0.00,     83,      0.0036,     10, 
06:00:00 02/11/2017,        0.00,     83,      0.0036,     10, 
07:00:00 02/11/2017,        0.00,     83,      0.0036,     10, 
08:00:00 02/11/2017,        0.00,     83,      0.0034,     10, 
09:00:00 02/11/2017,        0.00,     83,      0.0034,     10, 
10:00:00 02/11/2017,        0.00,     83,      0.0034,     10, 
11:00:00 02/11/2017,        0.00,     83,      0.0032,     10, 
12:00:00 02/11/2017,        0.00,     83,      0.0032,     10, 
13:00:00 02/11/2017,        0.00,     83,      0.0032,     10, 
14:00:00 02/11/2017,        0.00,     83,      0.0032,     10, 
15:00:00 02/11/2017,        0.00,     83,      0.0032,     10, 
16:00:00 02/11/2017,        0.00,     83,      0.0030,     10, 
17:00:00 02/11/2017,        0.00,     83,      0.0030,     10, 
18:00:00 02/11/2017,        0.00,     83,      0.0030,     10, 
19:00:00 02/11/2017,        0.00,     83,      0.0030,     10, 
20:00:00 02/11/2017,        0.00,     83,      0.0030,     10, 
21:00:00 02/11/2017,        0.00,     83,      0.0030,     10, 
22:00:00 02/11/2017,        0.00,     83,      0.0030,     10, 
23:00:00 02/11/2017,        0.00,     83,      0.0030,     10, 
00:00:00 03/11/2017,        0.00,     83,      0.0030,     10, 
01:00:00 03/11/2017,        0.00,     83,      0.0030,     10, 
02:00:00 03/11/2017,        0.00,     83,      0.0030,     10, 
03:00:00 03/11/2017,        0.00,     83,      0.0030,     10, 
04:00:00 03/11/2017,        0.00,     83,      0.0030,     10, 
05:00:00 03/11/2017,        0.00,     83,      0.0030,     10, 
06:00:00 03/11/2017,        0.00,     83,      0.0030,     10, 
07:00:00 03/11/2017,        0.00,     83,      0.0030,     10, 
08:00:00 03/11/2017,        0.00,     83,      0.0030,     10, 
09:00:00 03/11/2017,        0.00,     83,      0.0030,     10, 
10:00:00 03/11/2017,        0.00,     83,      0.0029,     10, 
11:00:00 03/11/2017,        0.00,     83,      0.0028,     10, 
12:00:00 03/11/2017,        0.00,     83,      0.0028,     10, 
13:00:00 03/11/2017,        0.00,     83,      0.0027,     10, 
14:00:00 03/11/2017,        0.00,     83,      0.0027,     10, 
15:00:00 03/11/2017,        0.00,     83,      0.0027,     10, 
16:00:00 03/11/2017,        0.00,     83,      0.0027,     10, 
17:00:00 03/11/2017,        0.00,     83,      0.0028,     10, 
18:00:00 03/11/2017,        0.00,     83,      0.0028,     10, 
19:00:00 03/11/2017,        0.00,     83,      0.0028,     10, 
20:00:00 03/11/2017,        0.00,     83,      0.0028,     10, 
21:00:00 03/11/2017,        0.00,     83,      0.0028,     10, 
22:00:00 03/11/2017,        0.00,     83,      0.0028,     10, 
23:00:00 03/11/2017,        0.00,     83,      0.0028,     10, 
00:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
01:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
02:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
03:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
04:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
05:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
06:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
07:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
08:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
09:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
10:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
11:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
12:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
13:00:00 04/11/2017,        0.00,     83,      0.0027,     10, 
14:00:00 04/11/2017,        0.00,     83,      0.0027,     10, 
15:00:00 04/11/2017,        0.00,     83,      0.0027,     10, 
16:00:00 04/11/2017,        0.00,     83,      0.0029,     10, 
17:00:00 04/11/2017,        0.00,     83,      0.0027,     10, 
18:00:00 04/11/2017,        0.00,     83,      0.0026,     10, 
19:00:00 04/11/2017,        0.00,     83,      0.0026,     10, 
20:00:00 04/11/2017,        0.00,     83,      0.0027,     10, 
21:00:00 04/11/2017,        0.00,     83,      0.0027,     10, 
22:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
23:00:00 04/11/2017,        0.00,     83,      0.0028,     10, 
00:00:00 05/11/2017,        0.00,     83,      0.0028,     10, 
01:00:00 05/11/2017,        0.00,     83,      0.0028,     10, 
02:00:00 05/11/2017,        0.00,     83,      0.0028,     10, 
03:00:00 05/11/2017,        0.00,     83,      0.0028,     10, 
04:00:00 05/11/2017,        0.00,     83,      0.0028,     10, 
05:00:00 05/11/2017,        0.00,     83,      0.0028,     10, 
06:00:00 05/11/2017,        0.00,     83,      0.0028,     10, 
07:00:00 05/11/2017,        0.00,     83,      0.0026,     10, 
08:00:00 05/11/2017,        0.00,     83,      0.0026,     10, 
09:00:00 05/11/2017,        0.00,     83,      0.0026,     10, 
10:00:00 05/11/2017,        0.00,     83,      0.0026,     10, 
11:00:00 05/11/2017,        0.00,     83,      0.0026,     10, 
12:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
13:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
14:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
15:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
16:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
17:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
18:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
19:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
20:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
21:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
22:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
23:00:00 05/11/2017,        0.00,     83,      0.0025,     10, 
00:00:00 06/11/2017,        0.00,     83,      0.0025,     10, 
01:00:00 06/11/2017,        0.00,     83,      0.0025,     10, 
02:00:00 06/11/2017,        0.00,     83,      0.0025,     10, 
03:00:00 06/11/2017,        0.00,     83,      0.0025,     10, 
04:00:00 06/11/2017,        0.00,     83,      0.0025,     10, 
05:00:00 06/11/2017,        0.00,     83,      0.0025,     10, 
06:00:00 06/11/2017,        0.00,     83,      0.0025,     10, 
07:00:00 06/11/2017,        0.00,     83,      0.0022,     10, 
08:00:00 06/11/2017,        0.00,     83,      0.0021,     10, 
09:00:00 06/11/2017,        0.00,     83,      0.0021,     10, 
10:00:00 06/11/2017,        0.00,     83,      0.0022,     10, 
11:00:00 06/11/2017,        0.00,     83,      0.0022,     10, 
12:00:00 06/11/2017,        0.00,     83,      0.0022,     10, 
13:00:00 06/11/2017,        0.00,     83,      0.0020,     10, 
14:00:00 06/11/2017,        0.00,     83,      0.0020,     10, 
15:00:00 06/11/2017,        0.00,     83,      0.0020,     10, 
16:00:00 06/11/2017,        0.00,     83,      0.0020,     10, 
17:00:00 06/11/2017,        0.00,     83,      0.0019,     10, 
18:00:00 06/11/2017,        0.00,     83,      0.0019,     10, 
19:00:00 06/11/2017,        0.00,     83,      0.0020,     10, 
20:00:00 06/11/2017,        0.00,     83,      0.0021,     10, 
21:00:00 06/11/2017,        0.00,     83,      0.0021,     10, 
22:00:00 06/11/2017,        0.00,     83,      0.0021,     10, 
22:10:00 06/11/2017,        1.00,     83,"","", 
23:00:00 06/11/2017,        0.00,     83,      0.0143,     10, 
00:00:00 07/11/2017,        0.00,     83,      0.0148,     10, 
01:00:00 07/11/2017,        0.00,     83,      0.0087,     10, 
02:00:00 07/11/2017,        0.00,     83,      0.0067,     10, 
03:00:00 07/11/2017,        0.00,     83,      0.0056,     10, 
04:00:00 07/11/2017,        0.00,     83,      0.0045,     10, 
05:00:00 07/11/2017,        0.00,     83,      0.0041,     10, 
06:00:00 07/11/2017,        0.00,     83,      0.0038,     10, 
07:00:00 07/11/2017,        0.00,     83,      0.0036,     10, 
08:00:00 07/11/2017,        0.00,     83,      0.0036,     10, 
09:00:00 07/11/2017,        0.00,     83,      0.0034,     10, 
10:00:00 07/11/2017,        0.00,     83,      0.0032,     10, 
11:00:00 07/11/2017,        0.00,     83,      0.0032,     10, 
12:00:00 07/11/2017,        0.00,     83,      0.0030,     10, 
13:00:00 07/11/2017,        0.00,     83,      0.0030,     10, 
14:00:00 07/11/2017,        0.00,     83,      0.0029,     10, 
15:00:00 07/11/2017,        0.00,     83,      0.0028,     10, 
16:00:00 07/11/2017,        0.00,     83,      0.0028,     10, 
17:00:00 07/11/2017,        0.00,     83,      0.0028,     10, 
18:00:00 07/11/2017,        0.00,     83,      0.0028,     10, 
19:00:00 07/11/2017,        0.00,     83,      0.0027,     10, 
20:00:00 07/11/2017,        0.00,     83,      0.0027,     10, 
21:00:00 07/11/2017,        0.00,     83,      0.0027,     10, 
22:00:00 07/11/2017,        0.00,     83,      0.0027,     10, 
23:00:00 07/11/2017,        0.00,     83,      0.0027,     10, 
00:00:00 08/11/2017,        0.00,     83,      0.0027,     10, 
01:00:00 08/11/2017,        0.00,     83,      0.0027,     10, 
02:00:00 08/11/2017,        0.00,     83,      0.0027,     10, 
03:00:00 08/11/2017,        0.00,     83,      0.0027,     10, 
04:00:00 08/11/2017,        0.00,     83,      0.0027,     10, 
05:00:00 08/11/2017,        0.00,     83,      0.0027,     10, 
06:00:00 08/11/2017,        0.00,     83,      0.0026,     10, 
07:00:00 08/11/2017,        0.00,     83,      0.0026,     10, 
08:00:00 08/11/2017,        0.00,     83,      0.0025,     10, 
09:00:00 08/11/2017,        0.00,     83,      0.0025,     10, 
10:00:00 08/11/2017,        0.00,     83,      0.0025,     10, 
11:00:00 08/11/2017,        0.00,     83,      0.0025,     10, 
12:00:00 08/11/2017,        0.00,     83,      0.0025,     10, 
13:00:00 08/11/2017,        0.00,     83,      0.0025,     10, 
14:00:00 08/11/2017,        0.00,     83,      0.0025,     10, 
15:00:00 08/11/2017,        0.00,     83,      0.0024,     10, 
15:11:00 08/11/2017,        1.00,     83,"","", 
16:00:00 08/11/2017,        0.00,     83,      0.0024,     10, 
17:00:00 08/11/2017,        0.00,     83,      0.0024,     10, 
18:00:00 08/11/2017,        0.00,     83,      0.0024,     10, 
19:00:00 08/11/2017,        0.00,     83,      0.0024,     10, 
20:00:00 08/11/2017,        0.00,     83,      0.0025,     10, 
21:00:00 08/11/2017,        0.00,     83,      0.0025,     10, 
22:00:00 08/11/2017,        0.00,     83,      0.0026,     10, 
23:00:00 08/11/2017,        0.00,     83,      0.0026,     10, 
00:00:00 09/11/2017,        0.00,     83,      0.0026,     10, 
01:00:00 09/11/2017,        0.00,     83,      0.0026,     10, 
02:00:00 09/11/2017,        0.00,     83,      0.0026,     10, 
03:00:00 09/11/2017,        0.00,     83,      0.0026,     10, 
04:00:00 09/11/2017,        0.00,     83,      0.0026,     10, 
05:00:00 09/11/2017,        0.00,     83,      0.0026,     10, 
06:00:00 09/11/2017,        0.00,     83,      0.0025,     10, 
07:00:00 09/11/2017,        0.00,     83,      0.0025,     10, 
08:00:00 09/11/2017,        0.00,     83,      0.0025,     10, 
09:00:00 09/11/2017,        0.00,     83,      0.0025,     10, 
10:00:00 09/11/2017,        0.00,     83,      0.0025,     10, 
11:00:00 09/11/2017,        0.00,     83,      0.0025,     10, 
12:00:00 09/11/2017,        0.00,     83,      0.0025,     10, 
13:00:00 09/11/2017,        0.00,     83,      0.0025,     10, 
14:00:00 09/11/2017,        0.00,     83,      0.0025,     10, 
15:00:00 09/11/2017,        0.00,     83,      0.0025,     10, 
16:00:00 09/11/2017,        0.00,     83,      0.0024,     10, 
17:00:00 09/11/2017,        0.00,     83,      0.0023,     10, 
18:00:00 09/11/2017,        0.00,     83,      0.0022,     10, 
19:00:00 09/11/2017,        0.00,     83,      0.0022,     10, 
20:00:00 09/11/2017,        0.00,     83,      0.0022,     10, 
21:00:00 09/11/2017,        0.00,     83,      0.0022,     10, 
22:00:00 09/11/2017,        0.00,     83,      0.0021,     10, 
23:00:00 09/11/2017,        0.00,     83,      0.0021,     10, 
00:00:00 10/11/2017,        0.00,     83,      0.0021,     10, 
01:00:00 10/11/2017,        0.00,     83,      0.0021,     10, 
02:00:00 10/11/2017,        0.00,     83,      0.0021,     10, 
03:00:00 10/11/2017,        0.00,     83,      0.0021,     10, 
04:00:00 10/11/2017,        0.00,     83,      0.0021,     10, 
05:00:00 10/11/2017,        0.00,     83,      0.0021,     10, 
06:00:00 10/11/2017,        0.00,     83,      0.0021,     10, 
07:00:00 10/11/2017,        0.00,     83,      0.0020,     10, 
08:00:00 10/11/2017,        0.00,     83,      0.0020,     10, 
09:00:00 10/11/2017,        0.00,     83,      0.0020,     10, 
10:00:00 10/11/2017,        0.00,     83,      0.0019,     10, 
11:00:00 10/11/2017,        0.00,     83,      0.0018,     10, 
12:00:00 10/11/2017,        0.00,     83,      0.0018,     10, 
12:57:00 10/11/2017,        1.00,     83,"","", 
13:00:00 10/11/2017,        0.00,     83,      0.0018,     10, 
14:00:00 10/11/2017,        0.00,     83,      0.0019,     10, 
15:00:00 10/11/2017,        0.00,     83,      0.0028,     10, 
16:00:00 10/11/2017,        0.00,     83,      0.0045,     10, 
17:00:00 10/11/2017,        0.00,     83,      0.0043,     10, 
18:00:00 10/11/2017,        0.00,     83,      0.0036,     10, 
19:00:00 10/11/2017,        0.00,     83,      0.0038,     10, 
20:00:00 10/11/2017,        0.00,     83,      0.0064,     10, 
